Kontext;Quelle;Anforderungs Nr.;Titel;Beschreibung;Verbindlichkeit;Pruefverfahren;Thema;Schwerpunkt
eRp;gemSpec_eRp_FdV;A_19096;E-Rezept-FdV: Neue Generierung der Pseudonyme;"Falls das E-Rezept-FdV ein Session-übergreifendes Tracking umsetzt, MUSS das
E-Rezept-FdV technisch sicherstellen, dass pseudonyme Identifier neu generiert
werden können.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19097;E-Rezept-FdV: Deaktivierung zu jeder Zeit;"Das E-Rezept-FdV MUSS technisch sicherstellen, dass aktiviertes
Usability-Tracking sowie Crash-Reporting jederzeit durch den Nutzer des FdVs
deaktiviert werden können.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19098;E-Rezept-FdV: Verarbeitung und Auswertung der Tracking-Daten;"Der Hersteller bzw. der Anbieter des E-Rezept-FdV MUSS die Verarbeitung und
Auswertung der gesammelten Informationen zu Usability-Tracking sowie
Crash-Reporting selbst durchführen und darf diese nicht von einem Drittanbieter
durchführen lassen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Herstellererklärung""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19099;E-Rezept-FdV: Verbot der Profilbildung;"Der Hersteller bzw. der Anbieter des E-Rezept-FdV DARF die gesammelten
Informationen zu Usability-Tracking sowie Crash-Reporting NICHT für eine
Profilbildung verwenden.";DARF NICHT;"Festlegungen zur sicherheitstechnischen Eignung ""Herstellererklärung""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_20187;E-Rezept-FdV: Einwilligung Tracking widerrufen;"Das E-Rezept-FdV MUSS es dem Versicherten ermöglichen, die Einwilligung in die
Aktivierung eines Usability-Tracking sowie Crash-Reporting zu widerrufen und
ihn dabei über die Folgen des Widerrufs informieren.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";Tracking;unknown
eRp;gemSpec_eRp_FdV;A_19740-01;E-Rezept-FdV: Umsetzung sicherer Kanal zur VAU des E-Rezept-Fachdienstes;"Das E-Rezept-FdV MUSS für alle Anfragen an den E-Rezept-Fachdienst für

 * die Abfrage des capability statement
 * den Zugriff auf Task, MedicationDispense, AuditEvent oder Communication
Ressourcen  das Kommunikationsprotokoll zwischen E-Rezept-VAU und
E-Rezept-Clients in der Rolle E-Rezept-Client nutzen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";Verschlüsselung;unknown
eRp;gemSpec_DS_Hersteller;A_17178;Produktentwicklung: Basisschutz gegen OWASP Top 10 Risiken;"Hersteller von dezentralen Produkten der TI MÜSSEN für die von ihnen
angebotenen Produkte der TI gewährleisten, dass das Produkt resistent bezüglich
der im aktuellen und den beiden vorherigen OWASP Top 10 Report(s) ausgewiesenen
Risiken ist.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Herstellererklärung""";;unknown
eRp;gemSpec_DS_Hersteller;A_17179;Auslieferung aktueller zusätzlicher Softwarekomponenten;"Hersteller von dezentralen Produkten der TI, die zu ihrem Produkt ein
Installationspaket mit zusätzlichen Softwarekomponenten ausliefern, MÜSSEN im
Falle von Sicherheitsaktualisierungen dieser zusätzlichen Softwarekomponenten
unverzüglich die gepatchten Softwareversionen als Aktualisierung an die Nutzer
des Produktes ausliefern.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Herstellererklärung""";;unknown
eRp;gemSpec_DS_Hersteller;A_19147;Sicherheitstestplan;"Der Hersteller eines Produktes MUSS einen Testplan für Sicherheitstests
erstellen und auf Verlangen der gematik zur Verfügung stellen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19148;Sicherheits- und Datenschutzkonzept;"Der Hersteller eines Produktes MUSS die Sicherheits- und Datenschutzmaßnahmen
für sein Produkt in einem Sicherheits- und Datenschutzkonzept dokumentieren und
auf Verlangen der gematik zur Verfügung stellen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19150;Umsetzung Sicherheitstestplan;"Der Hersteller eines Produktes MUSS seinen Testplan für Sicherheitstests
umsetzen und der gematik bei jeder Veröffentlichung einer neuen Produktversion
einen Testbericht zur Verfügung stellen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19151;Implementierungsspezifische Sicherheitsanforderungen;"Der Hersteller eines Produktes MUSS während der Entwicklung des Produktes
implementierungsspezifische Sicherheitsanforderungen dokumentieren und umsetzen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19152;Verwendung eines sicheren Produktlebenszyklus;"Der Hersteller eines Produktes MUSS innerhalb des Produktlebenszyklus
(Entwicklung, Betrieb, Außerbetriebnahme) seines Produktes
Sicherheitsaktivitäten integrieren und anwenden, d. h. in einschlägigen
Fachkreisen anerkannte, erprobte und bewährte Regeln anwenden.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19153;Sicherheitsrelevanter Softwarearchitektur-Review;"Der Hersteller eines Produktes MUSS einen sicherheitsrelevanten
Softwarearchitektur-Review durchführen und identifizierte
Architekturschwachstellen beheben.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19154;Durchführung einer Bedrohungsanalyse;"Der Hersteller eines Produktes MUSS eine Bedrohungsanalyse durchführen und
Maßnahmen gegen die identifizierten Bedrohungen implementieren.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19155;Durchführung sicherheitsrelevanter Quellcode-Reviews;"Der Hersteller eines Produktes MUSS während der Entwicklung des Produktes
sicherheitsrelevante Quellcode-Reviews oder automatisierte sicherheitsrelevante
Quellcode-Scans durchführen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19156;Durchführung automatisierter Sicherheitstests;"Der Hersteller eines Produkts MUSS während der Entwicklung des Produktes
automatisierte Sicherheitstests durchführen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19157;Dokumentierter Plan zur Sicherheitsschulung für Entwickler;"Der Hersteller eines Produktes MUSS einen Schulungsplan zur regelmäßigen
Schulung von Entwicklern in sicherer Entwicklung und Secure-Coding-Techniken
dokumentieren und umsetzen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19158;Sicherheitsschulung für Entwickler;"Der Hersteller eines Produktes MUSS alle Entwickler des Produktes in sicherer
Entwicklung und Secure-Coding-Techniken schulen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19159;Dokumentation des sicheren Produktlebenszyklus;"Der Hersteller eines Produktes MUSS den verwendeten sicheren
Produktlebenszyklus und dessen Teilprozesse dokumentieren und auf Nachfrage der
gematik zur Verfügung stellen. Die Dokumentation soll mindestens die folgenden
Sicherheitsaktivitäten beschreiben:

 * Erfassen und Umsetzen von implementierungsspezifischen
Sicherheitsanforderungen für das Produkt und von
Best-Practice-Sicherheitsanforderungen,
 * Durchführen von sicherheitsrelevanten Architektur- und Design-Reviews,
 * Durchführen von Bedrohungsanalysen,
 * Durchführen von sicherheitsrelevanten Quellcode-Reviews,
 * Durchführen von Sicherheitstests während der Qualitätssicherungsphase,
 * Etablieren von Quality Gates, die eine Veröffentlichung des Produkts mit
'Mittel' oder 'Hoch' bewerteten Sicherheitsfehlern verhindern,
 * Änderungs- und Konfigurationsmanagement,
 * Schwachstellen-Management.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19160;Änderungs- und Konfigurationsmanagementprozess;"Der Hersteller eines Produktes MUSS während der Entwicklung des Produktes einen
Änderungs- und Konfigurationsmanagementprozess verwenden. Das
Änderungsmanagement umfasst mindestens den Entscheidungsprozess über
vorgeschlagene Änderungen und die Autorisierung der Änderungen. Das
Konfigurationsmanagement liefert mindestens zu jedem Zeitpunkt die eindeutige
Zusammensetzung des Produktes bezüglich seiner eindeutigen Komponenten
(Dritt-Software wie Bibliotheken, Frameworks) und den vorgenommenen Änderungen
an eigenen Komponenten.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19161;Verifizierung der Einhaltung sicherheitstechnische Eignung durch Datenschutzbeauftragten;"Der Hersteller eines Produktes MUSS bei Veröffentlichung einer neuen
Produktversion des Produktes die Einhaltung der Herstellererklärung
""sicherheitstechnische Eignung"" durch seinen Datenschutzbeauftragten
verifizieren lassen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19162;Informationspflicht bei Veröffentlichung neue Produktversion;"Der Hersteller eines Produktes MUSS die gematik bei Veröffentlichung einer
neuen Produktversion informieren.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Sicherheitsgutachten""";;unknown
eRp;gemSpec_DS_Hersteller;A_19163;Rechte der gematik zur sicherheitstechnischen Prüfung des Produktes;"Der Hersteller eines Produktes MUSS zusichern, dass die gematik oder ein von
ihr zur Geheimhaltung verpflichteter Bevollmächtigter berechtigt sind,

 * Sicherheitsprüfungen (z.B. Whitebox oder Blackbox Pentest) seines Produktes
durchzuführen (hiervon unbenommen ist das Recht der gematik, eine anlasslose
Sicherheitsprüfung durchzuführen),
 * im Rahmen einer Sicherheitsprüfung die konkrete Umsetzung der an das
Produkt gestellten Anforderungen zu überprüfen.Der Hersteller MUSS dies im
gleichen Maße für Unterauftragnehmer zusichern. Die Kosten, die dem Hersteller
durch diese Mitwirkungspflichten entstehen, trägt der Hersteller selbst.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Herstellererklärung""";;unknown
eRp;gemSpec_DS_Hersteller;A_19164;Mitwirkungspflicht bei Sicherheitsprüfung;"Der Hersteller eines Produktes MUSS Sicherheitsprüfungen (z.B. Pentest) der
gematik unterstützen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Herstellererklärung""";;unknown
eRp;gemSpec_DS_Hersteller;A_19165;Auditrechte der gematik zur Prüfung der Herstellerbestätigung;"Der Hersteller eines Produktes MUSS zusichern, dass die gematik oder ein von
ihr zur Geheimhaltung verpflichteter Bevollmächtigter berechtigt sind,

 * Audits durchzuführen (hiervon unbenommen ist das Recht der gematik,
anlasslose Audits durchzuführen),
 * im Rahmen eines Audits beim Hersteller die konkrete Umsetzung der an den
Hersteller gestellten Anforderungen zu überprüfen,
 * im Rahmen eines Audits während der üblichen Geschäftszeiten die
Geschäftsräume des Herstellers zu betreten,
 * im Rahmen eines Audits alle für das Audit benötigten Informationen zur
Verfügung gestellt zu bekommen und insbesondere die erforderlichen Zugangs-,
Auskunfts- und Einsichtsrechte zu erhalten.Der Hersteller MUSS dies im gleichen
Maße für Unterauftragnehmer zusichern. Die Kosten, die dem Hersteller durch
diese Mitwirkungspflichten entstehen, trägt der Hersteller selbst.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Herstellererklärung""";;unknown
eRp;gemSpec_DM_eRp;A_19218;Prüfung E-Rezept-ID;"Alle Produkttypen, die eine E-Rezept-ID aus externen Systemen einlesen oder von
Benutzern entgegen nehmen, MÜSSEN die E-Rezept-ID gegen ihre Prüfziffer nach
dem Modulo-97-Verfahren gemäß [ISO 7064] prüfen und bei Ungültigkeit die
Weiterverarbeitung verhindern, damit Benutzerfehleingaben vor der Verarbeitung
erkannt werden.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";;unknown
eRp;gemSpec_eRp_APOVZD;A_21151;Client des Apothekenverzeichnisses - Zugriff auf HL7-FHIR-Schnittstelle;"Das Clientsystem MUSS die Schnittstelle des Apothekenverzeichnisses als
HTTP-REST-Client gemäß den Festlegungen in [FHIR-API] nutzen.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_APOVZD;A_21152;Client des Apothekenverzeichnisses - Lokaler Cache;"Das Clientsystem MUSS abgerufene Apothekeninformationen aus dem
Apothekenverzeichnis lokal cachen, um das Aufrufaufkommen am
Apothekenverzeichnis auf sinnvolle Suchanfragen zu reduzieren. So muss bspw.
das minimale Verschieben der Ansicht auf einer Karte und die sekundliche Frage
nach ""neuen"" Daten nicht notwendigerweise zu einem erneuten
Schnittstellenaufruf führen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_APOVZD;A_21153;Client des Apothekenverzeichnisses - Userinterface;"Das Clientsystem MUSS dem Nutzer ein geeignetes Userinterface zur Eingabe
geeigneter Filterkriterien auf Basis der Suchparameter in [FHIR-Location] und
[FHIR-HealthcareService] für Namen,  Adressinformationen und Dienstleistungen
anbieten.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_APOVZD;A_21154;Client des Apothekenverzeichnisses - Erlaubnis Standortabfrage;"Das Clientsystem MUSS vom Nutzer vor der ersten Abfrage zu dessen aktueller
Geoposition die Einwilligung zur Abfrage und Zustimmung zur Übermittlung an das
Apothekenverzeichnis einholen.";MUSS;"Festlegungen zur sicherheitstechnischen Eignung ""Produktgutachten""";AF Apotheke suchen;unknown
eRp;gemSpec_eRp_APOVZD;A_21397;Client des Apothekenverzeichnisses - Verwendung eines API-Keys zum Aufruf der HL7-FHIR Schnittstelle;"Das Clientsystem MUSS die Schnittstelle des Apothekenverzeichnisses mit
Übergabe eines API-Keys aufrufen, der mittels Header-Feld ""X-API-KEY"" bei
Requests übergeben wird. ";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF Apotheke suchen;unknown
eRp;gemSpec_DM_eRp;A_22216;FHIR-Ressourcen Versionsangabe;"Die Produkttypen der Anwendung E-Rezept und das PS der verordnenden und
abgebenden LEI MÜSSEN alle generierten FHIR-Ressourcen mit der Versionsnummer
gemäß https://www.hl7.org/fhir/datatypes.html#canonical
<https://www.hl7.org/fhir/datatypes.html#canonical> im Feld
Ressource.meta.profile kennzeichnen, zu dessen aktuell gültiger Profilversion
sie mutmaßlich validieren.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";;unknown
eRp;gemSpec_DM_eRp;A_22483;Version FHIR-Package de.gematik.erezept-workflow;"Die Produkttypen der Anwendung E-Rezept und das PS der verordnenden und
abgebenden LEI MÜSSEN das FHIR-Package de.gematik.erezept-workflow in der
Version gemäß [FHIR Version] unterstützen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";;unknown
eRp;gemSpec_DM_eRp;A_22729;Datenstruktur Zugriffsinformationen für Abrechnungsinformation;"Das E-Rezept-FdV MUSS zum Erstellen eines Token für die Zugriffsinformationen
für eine Abrechnungsinformation die ID auf einen ChargeItem zusammen mit dem
AccessCode zum Ändern aus den lokal verfügbaren Informationen einer
Abrechnungsinformation als URL in der Form: 2D-Code-Daten = ""ChargeItem/"" +
ChargeItem.id  + ""?ac="" + AccessCode zusammenstellen, damit diese Zeichenkette
als Referenz in einer E-Rezept-Nachricht oder für die Generierung eines
2D-Codes verwendet werden kann.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF 2D-Code Abrechnungsinformation anzeigen;unknown
eRp;gemSpec_DM_eRp;A_22730;Generierung 2D-Code Abrechnungsinformation-Token;"Das E-Rezept-FdV MUSS einen Abrechnungsinformation-Token in JSON-Notation gemäß
[JSON] der folgenden Form

 * 2D-Code-Daten = { ""urls"": [ ""Abrechnungsinformation"" ] }darstellen, um
daraus einen 2D-Code generieren zu können.";MUSS;"Festlegungen zur funktionalen Eignung ""Produkttest/Produktübergreifender Test""";AF 2D-Code Abrechnungsinformation anzeigen;unknown
eRp;gemSpec_DM_eRp;A_22920;Kodierung fullURL;"Die Produkttypen der Anwendung E-Rezept und das PS der verordnenden und
abgebenden LEI, welche fullURLs in FHIR-Objekten erstellen, MÜSSEN diese URLs
gemäß [RFC3986] für FHIR-Datentyp ""URI"" codieren. ";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";FHIR;unknown
eRp;gemSpec_DM_eRp;A_22963;Version FHIR-Package de.gematik.erezept-patientenrechnung;"Die Produkttypen der Anwendung E-Rezept und das PS der abgebenden LEI MÜSSEN
das FHIR-Package de.gematik.erezept-patientenrechnung in der Version gemäß
[FHIR Version] unterstützen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";;unknown
eRp;gemSpec_DM_eRp;A_23028;FHIR-Ressource Quittung;"Die Produkttypen der Anwendung E-Rezept und das PS der abgebenden LEI MÜSSEN
die FHIR-Ressource Quittung gemäß der FHIR-Profilierung 
https://gematik.de/fhir/erp/StructureDefinition/GEM_ERP_PR_Composition
<https://gematik.de/fhir/erp/StructureDefinition/GEM_ERP_PR_Composition>
unterstützen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";;unknown
eRp;gemSpec_DM_eRp;A_23186;FHIR-Ressource HealthcareService;"Das E-Rezept-FdV und das Apothekenverzeichnis MÜSSEN die FHIR-Ressource
HealthcareService gemäß der FHIR-Profilierung 
https://simplifier.net/erezept-apothekeninformation/healthcareserviceapovzd
<https://simplifier.net/erezept-apothekeninformation/healthcareserviceapovzd>
  unterstützen.";MUSS;"Festlegungen zur funktionalen Eignung ""Herstellererklärung""";AF Apotheke suchen;unknown
